time,gyrx,gyry,gyrz,rol,pit,yaw,accx,accy,accz,vCmds,,,,gforcex,gforcey,gforcez
0.166,0.002,0,0,-0.421,-0.56,10.075,-0.001,-0.001,-0.001,-0.421,-0.56,10.075,0,-0.042915392456677,-0.057084607543323,1.02701325178389
0.167,0.002,0,0,-0.445,-0.541,10.051,-0.001,0,-0.001,-0.445,-0.541,10.051,0,-0.045361875637105,-0.055147808358818,1.02456676860347
0.168,0.002,0,0,-0.464,-0.503,10.046,-0.001,0,-0.001,-0.464,-0.503,10.046,0,-0.047298674821611,-0.051274209989806,1.02405708460754
0.169,0.002,0,0,-0.488,-0.488,10.07,-0.001,0,-0.001,-0.488,-0.488,10.07,0,-0.049745158002039,-0.049745158002039,1.02650356778797
0.17,0.002,0,0,-0.479,-0.522,10.089,-0.001,0,-0.001,-0.479,-0.522,10.089,0,-0.048827726809378,-0.053211009174312,1.02844036697248
0.171,0.002,0,0,-0.436,-0.551,10.089,-0.001,0,-0.001,-0.436,-0.551,10.089,0,-0.044444444444445,-0.056167176350663,1.02844036697248
0.172,0.002,0,0,-0.431,-0.527,10.094,-0.001,0,-0.001,-0.431,-0.527,10.094,0,-0.043934760448522,-0.053720693170235,1.0289500509684
0.173,0.002,0,0,-0.436,-0.527,10.041,-0.001,-0.001,-0.001,-0.436,-0.527,10.041,0,-0.044444444444445,-0.053720693170235,1.02354740061162
0.174,0.002,0,0,-0.436,-0.532,10.032,-0.001,-0.001,-0.001,-0.436,-0.532,10.032,0,-0.044444444444445,-0.054230377166157,1.02262996941896
0.175,0.002,0.001,0,-0.421,-0.522,10.041,0,-0.001,-0.001,-0.421,-0.522,10.041,0,-0.042915392456677,-0.053211009174312,1.02354740061162
0.176,0.002,0.001,0,-0.426,-0.517,10.036,0,-0.001,-0.001,-0.426,-0.517,10.036,0,-0.043425076452599,-0.052701325178389,1.0230377166157
0.177,0.002,0.001,0,-0.455,-0.522,10.08,0,-0.001,-0.001,-0.455,-0.522,10.08,0,-0.04638124362895,-0.053211009174312,1.02752293577982
0.178,0.002,0.001,0,-0.417,-0.517,10.08,0,-0.001,-0.001,-0.417,-0.517,10.08,0,-0.042507645259939,-0.052701325178389,1.02752293577982
0.179,0.002,0.001,0,-0.407,-0.536,10.056,0,-0.001,-0.001,-0.407,-0.536,10.056,0,-0.041488277268094,-0.054638124362895,1.02507645259939
0.18,0.002,0.001,0,-0.45,-0.551,10.056,0,-0.001,-0.001,-0.45,-0.551,10.056,0,-0.045871559633028,-0.056167176350663,1.02507645259939
0.181,0.002,0.001,0,-0.455,-0.532,10.06,0,-0.001,-0.001,-0.455,-0.532,10.06,0,-0.04638124362895,-0.054230377166157,1.02548419979613
0.182,0.002,0.001,0,-0.46,-0.517,10.104,0,-0.001,-0.001,-0.46,-0.517,10.104,0,-0.046890927624873,-0.052701325178389,1.02996941896024
0.183,0.002,0.001,0,-0.445,-0.508,10.113,0,-0.001,-0.001,-0.445,-0.508,10.113,0,-0.045361875637105,-0.051783893985729,1.03088685015291
0.184,0.002,0.001,0,-0.393,-0.527,10.113,0,-0.001,-0.001,-0.393,-0.527,10.113,0,-0.040061162079511,-0.053720693170235,1.03088685015291
0.185,0.002,0.001,0,-0.397,-0.508,10.104,0,-0.001,-0.002,-0.397,-0.508,10.104,0,-0.040468909276249,-0.051783893985729,1.02996941896024
0.186,0.002,0.001,0,-0.421,-0.464,10.06,0,-0.001,-0.002,-0.421,-0.464,10.06,0,-0.042915392456677,-0.047298674821611,1.02548419979613
0.187,0.002,0.001,0,-0.441,-0.508,10.046,0.001,-0.001,-0.002,-0.441,-0.508,10.046,0,-0.044954128440367,-0.051783893985729,1.02405708460754
0.188,0.002,0.001,0,-0.474,-0.517,10.07,0.001,-0.001,-0.002,-0.474,-0.517,10.07,0,-0.048318042813456,-0.052701325178389,1.02650356778797
0.189,0.002,0.001,0,-0.464,-0.503,10.08,0.001,-0.001,-0.002,-0.464,-0.503,10.08,0,-0.047298674821611,-0.051274209989806,1.02752293577982
0.19,0.002,0.001,0,-0.45,-0.546,10.07,0.001,-0.001,-0.002,-0.45,-0.546,10.07,0,-0.045871559633028,-0.05565749235474,1.02650356778797
0.191,0.002,0.001,0,-0.464,-0.546,10.08,0.001,-0.001,-0.002,-0.464,-0.546,10.08,0,-0.047298674821611,-0.05565749235474,1.02752293577982
0.192,0.002,0.001,-0.001,-0.455,-0.536,10.104,0.001,-0.001,-0.002,-0.455,-0.536,10.104,0,-0.04638124362895,-0.054638124362895,1.02996941896024
0.193,0.002,0.001,-0.001,-0.417,-0.541,10.084,0.001,-0.001,-0.002,-0.417,-0.541,10.084,0,-0.042507645259939,-0.055147808358818,1.02793068297655
0.194,0.002,0.001,-0.001,-0.436,-0.541,10.032,0.001,-0.001,-0.002,-0.436,-0.541,10.032,0,-0.044444444444445,-0.055147808358818,1.02262996941896
0.195,0.002,0.001,-0.001,-0.46,-0.527,10.08,0,-0.001,-0.002,-0.46,-0.527,10.08,0,-0.046890927624873,-0.053720693170235,1.02752293577982
0.196,0.002,0.001,-0.001,-0.455,-0.508,10.089,0,-0.001,-0.001,-0.455,-0.508,10.089,0,-0.04638124362895,-0.051783893985729,1.02844036697248
0.197,0.002,0.001,-0.001,-0.436,-0.527,10.032,0,-0.001,-0.001,-0.436,-0.527,10.032,0,-0.044444444444445,-0.053720693170235,1.02262996941896
0.198,0.002,0.001,-0.001,-0.407,-0.512,10.008,0,-0.001,-0.001,-0.407,-0.512,10.008,0,-0.041488277268094,-0.052191641182467,1.02018348623853
0.199,0.002,0.001,-0.001,-0.402,-0.493,10.07,0,-0.001,-0.001,-0.402,-0.493,10.07,0,-0.040978593272171,-0.050254841997961,1.02650356778797
0.2,0.002,0.001,-0.001,-0.417,-0.498,10.104,0,-0.001,-0.001,-0.417,-0.498,10.104,0,-0.042507645259939,-0.050764525993884,1.02996941896024
0.201,0.002,0.001,-0.001,-0.441,-0.498,10.051,-0.001,-0.001,-0.001,-0.441,-0.498,10.051,0,-0.044954128440367,-0.050764525993884,1.02456676860347
0.202,0.002,0.001,-0.001,-0.46,-0.498,10.108,-0.001,-0.001,-0.001,-0.46,-0.498,10.108,0,-0.046890927624873,-0.050764525993884,1.03037716615698
0.203,0.002,0.001,0,-0.441,-0.488,10.089,-0.001,0,-0.001,-0.441,-0.488,10.089,0,-0.044954128440367,-0.049745158002039,1.02844036697248
0.204,0.002,0.001,0,-0.431,-0.503,10.032,-0.001,0,-0.001,-0.431,-0.503,10.032,0,-0.043934760448522,-0.051274209989806,1.02262996941896
0.205,0.002,0.001,0,-0.464,-0.503,10.06,-0.001,0,-0.001,-0.464,-0.503,10.06,0,-0.047298674821611,-0.051274209989806,1.02548419979613
0.206,0.002,0.001,0,-0.45,-0.517,10.017,-0.001,0,-0.001,-0.45,-0.517,10.017,0,-0.045871559633028,-0.052701325178389,1.02110091743119
0.207,0.002,0.001,0,-0.421,-0.517,10.013,-0.001,0,-0.001,-0.421,-0.517,10.013,0,-0.042915392456677,-0.052701325178389,1.02069317023445
0.208,0.002,0.001,0,-0.412,-0.503,10.046,-0.001,0,-0.001,-0.412,-0.503,10.046,0,-0.041997961264016,-0.051274209989806,1.02405708460754
0.209,0.002,0.001,0,-0.431,-0.527,10.065,-0.002,0,0,-0.431,-0.527,10.065,0,-0.043934760448522,-0.053720693170235,1.02599388379205
0.21,0.002,0.001,0,-0.479,-0.527,10.089,-0.002,0,0,-0.479,-0.527,10.089,0,-0.048827726809378,-0.053720693170235,1.02844036697248
0.211,0.002,0.001,0,-0.474,-0.512,10.08,-0.002,0,0,-0.474,-0.512,10.08,0,-0.048318042813456,-0.052191641182467,1.02752293577982
0.212,0.002,0.001,0,-0.445,-0.484,10.051,-0.002,0,0,-0.445,-0.484,10.051,0,-0.045361875637105,-0.049337410805301,1.02456676860347
0.213,0.002,0.001,0,-0.45,-0.498,10.051,-0.002,0,0,-0.45,-0.498,10.051,0,-0.045871559633028,-0.050764525993884,1.02456676860347
0.214,0.002,0.001,0,-0.45,-0.488,10.099,-0.002,0,0,-0.45,-0.488,10.099,0,-0.045871559633028,-0.049745158002039,1.02945973496432
0.215,0.002,0.001,0,-0.441,-0.498,10.113,-0.002,0,0,-0.441,-0.498,10.113,0,-0.044954128440367,-0.050764525993884,1.03088685015291
0.216,0.002,0.001,0,-0.441,-0.527,10.08,-0.001,0,0,-0.441,-0.527,10.08,0,-0.044954128440367,-0.053720693170235,1.02752293577982
0.217,0.002,0.001,0,-0.455,-0.508,10.046,-0.001,0,0,-0.455,-0.508,10.046,0,-0.04638124362895,-0.051783893985729,1.02405708460754
0.218,0.002,0.001,0,-0.436,-0.508,10.008,-0.001,0,0,-0.436,-0.508,10.008,0,-0.044444444444445,-0.051783893985729,1.02018348623853
0.219,0.002,0.001,0,-0.402,-0.508,10.027,-0.001,0,0,-0.402,-0.508,10.027,0,-0.040978593272171,-0.051783893985729,1.02212028542304
0.22,0.002,0.001,0,-0.421,-0.508,10.094,-0.001,0,0,-0.421,-0.508,10.094,0,-0.042915392456677,-0.051783893985729,1.0289500509684
0.221,0.002,0.001,0,-0.455,-0.508,10.108,-0.001,0,0,-0.455,-0.508,10.108,0,-0.04638124362895,-0.051783893985729,1.03037716615698
0.222,0.002,0.001,0,-0.46,-0.503,10.099,-0.001,0,0,-0.46,-0.503,10.099,0,-0.046890927624873,-0.051274209989806,1.02945973496432
0.223,0.002,0.001,0,-0.441,-0.517,10.06,0,0,0,-0.441,-0.517,10.06,0,-0.044954128440367,-0.052701325178389,1.02548419979613
0.224,0.002,0.001,0,-0.426,-0.508,10.075,0,0,0,-0.426,-0.508,10.075,0,-0.043425076452599,-0.051783893985729,1.02701325178389
0.225,0.002,0.001,0,-0.445,-0.493,10.118,0,0,0,-0.445,-0.493,10.118,0,-0.045361875637105,-0.050254841997961,1.03139653414883
0.226,0.002,0.001,0,-0.45,-0.512,10.094,0,0,0,-0.45,-0.512,10.094,0,-0.045871559633028,-0.052191641182467,1.0289500509684
0.227,0.002,0.001,0,-0.455,-0.527,10.051,0,0,0,-0.455,-0.527,10.051,0,-0.04638124362895,-0.053720693170235,1.02456676860347
0.228,0.002,0.001,0,-0.455,-0.536,10.056,0.001,0,0,-0.455,-0.536,10.056,0,-0.04638124362895,-0.054638124362895,1.02507645259939
0.229,0.002,0.001,0,-0.455,-0.527,10.06,0.001,0,0,-0.455,-0.527,10.06,0,-0.04638124362895,-0.053720693170235,1.02548419979613
0.23,0.002,0.001,0,-0.445,-0.503,10.003,0.001,0,0,-0.445,-0.503,10.003,0,-0.045361875637105,-0.051274209989806,1.01967380224261
0.231,0.002,0.001,0,-0.45,-0.503,10.013,0.001,0,0,-0.45,-0.503,10.013,0,-0.045871559633028,-0.051274209989806,1.02069317023445
0.232,0.002,0.001,0,-0.46,-0.512,10.027,0.001,0,0,-0.46,-0.512,10.027,0,-0.046890927624873,-0.052191641182467,1.02212028542304
0.233,0.002,0.001,-0.001,-0.407,-0.503,10.051,0.001,0,0,-0.407,-0.503,10.051,0,-0.041488277268094,-0.051274209989806,1.02456676860347
0.234,0.002,0.001,-0.001,-0.407,-0.479,10.065,0.001,0,0,-0.407,-0.479,10.065,0,-0.041488277268094,-0.048827726809378,1.02599388379205
0.235,0.002,0.002,-0.001,-0.464,-0.488,10.046,0.001,0,0,-0.464,-0.488,10.046,0,-0.047298674821611,-0.049745158002039,1.02405708460754
0.236,0.002,0.002,-0.001,-0.46,-0.532,10.065,0.001,-0.001,0,-0.46,-0.532,10.065,0,-0.046890927624873,-0.054230377166157,1.02599388379205
0.237,0.002,0.002,-0.001,-0.45,-0.532,10.056,0.001,-0.001,0,-0.45,-0.532,10.056,0,-0.045871559633028,-0.054230377166157,1.02507645259939
0.238,0.002,0.002,-0.001,-0.445,-0.517,10.003,0.001,-0.001,0,-0.445,-0.517,10.003,0,-0.045361875637105,-0.052701325178389,1.01967380224261
0.239,0.002,0.002,-0.001,-0.431,-0.498,9.993,0.001,-0.001,0,-0.431,-0.498,9.993,0,-0.043934760448522,-0.050764525993884,1.01865443425076
0.24,0.002,0.002,-0.001,-0.417,-0.479,10.036,0.001,-0.001,0,-0.417,-0.479,10.036,0,-0.042507645259939,-0.048827726809378,1.0230377166157
0.241,0.002,0.002,-0.001,-0.417,-0.498,10.051,0.001,-0.001,0,-0.417,-0.498,10.051,0,-0.042507645259939,-0.050764525993884,1.02456676860347
0.242,0.001,0.002,-0.001,-0.436,-0.517,10.056,0.001,-0.001,0,-0.436,-0.517,10.056,0,-0.044444444444445,-0.052701325178389,1.02507645259939
0.243,0.001,0.002,-0.001,-0.421,-0.532,10.036,0.001,-0.001,0,-0.421,-0.532,10.036,0,-0.042915392456677,-0.054230377166157,1.0230377166157
0.244,0.001,0.002,-0.001,-0.441,-0.532,10.032,0.001,-0.001,0,-0.441,-0.532,10.032,0,-0.044954128440367,-0.054230377166157,1.02262996941896
0.245,0.001,0.002,-0.001,-0.45,-0.512,10.075,0.001,-0.001,0,-0.45,-0.512,10.075,0,-0.045871559633028,-0.052191641182467,1.02701325178389
0.246,0.001,0.002,-0.001,-0.436,-0.532,10.06,0.001,-0.001,0,-0.436,-0.532,10.06,0,-0.044444444444445,-0.054230377166157,1.02548419979613
0.247,0.001,0.001,-0.001,-0.441,-0.522,10.008,0.001,-0.001,0,-0.441,-0.522,10.008,0,-0.044954128440367,-0.053211009174312,1.02018348623853
0.248,0.001,0.001,-0.001,-0.455,-0.527,10.089,0.001,-0.001,0,-0.455,-0.527,10.089,0,-0.04638124362895,-0.053720693170235,1.02844036697248
0.249,0.001,0.001,-0.001,-0.441,-0.527,10.108,0.001,0,0.001,-0.441,-0.527,10.108,0,-0.044954128440367,-0.053720693170235,1.03037716615698
0.25,0.001,0.001,-0.001,-0.431,-0.512,10.041,0.001,0,0.001,-0.431,-0.512,10.041,0,-0.043934760448522,-0.052191641182467,1.02354740061162
0.251,0.001,0.001,-0.001,-0.426,-0.522,10.008,0.001,0,0.001,-0.426,-0.522,10.008,16,-0.043425076452599,-0.053211009174312,1.02018348623853
0.252,0.001,0.001,-0.001,-0.45,-0.493,9.998,0.001,0,0.001,-0.45,-0.493,9.998,16,-0.045871559633028,-0.050254841997961,1.01916411824669
0.253,0.001,0.001,-0.001,-0.464,-0.503,10.017,0.001,0,0.001,-0.464,-0.503,10.017,16,-0.047298674821611,-0.051274209989806,1.02110091743119
0.254,0.001,0.001,-0.001,-0.426,-0.522,9.989,0.001,0,0.001,-0.426,-0.522,9.989,16,-0.043425076452599,-0.053211009174312,1.01824668705403
0.255,0.001,0.001,-0.001,-0.412,-0.508,10.022,0.001,0,0.001,-0.412,-0.508,10.022,16,-0.041997961264016,-0.051783893985729,1.02161060142712
0.256,0.001,0.001,-0.001,-0.445,-0.498,10.094,0.001,0,0.001,-0.445,-0.498,10.094,16,-0.045361875637105,-0.050764525993884,1.0289500509684
0.257,0.001,0.001,-0.001,-0.469,-0.508,10.142,0.001,0,0.001,-0.469,-0.508,10.142,16,-0.047808358817533,-0.051783893985729,1.03384301732926
0.258,0.002,0.001,-0.001,-0.464,-0.503,10.113,0.001,0,0,-0.464,-0.503,10.113,16,-0.047298674821611,-0.051274209989806,1.03088685015291
0.259,0.002,0.001,-0.001,-0.479,-0.512,10.056,0.001,0,0,-0.479,-0.512,10.056,16,-0.048827726809378,-0.052191641182467,1.02507645259939
0.26,0.002,0.001,-0.001,-0.46,-0.522,10.056,0.001,0,0,-0.46,-0.522,10.056,16,-0.046890927624873,-0.053211009174312,1.02507645259939
0.261,0.002,0.001,-0.001,-0.426,-0.498,10.075,0.001,0,0,-0.426,-0.498,10.075,16,-0.043425076452599,-0.050764525993884,1.02701325178389
0.262,0.002,0.002,-0.001,-0.45,-0.493,10.175,0.001,0,0,-0.45,-0.493,10.175,16,-0.045871559633028,-0.050254841997961,1.03720693170234
0.263,0.001,0.003,-0.001,-0.464,-0.498,10.874,0.001,0.001,0,-0.464,-0.498,10.874,16,-0.047298674821611,-0.050764525993884,1.10846075433231
0.264,-0.008,0.021,0.005,-55.79,-19.192,111.881,0.001,0.004,0.001,-55.79,-19.192,111.881,16,-5.68705402650357,-1.95637104994903,11.4047910295617
0.265,-0.038,0.078,0.031,-73.282,-29.3,156.906,0.019,0.02,0.004,-73.282,-29.3,156.906,16,-7.47013251783894,-2.98674821610601,15.994495412844
0.266,-0.078,0.188,0.09,-64.715,-10.29,156.906,0.094,0.027,0.002,-64.715,-10.29,156.906,16,-6.59683995922528,-1.04892966360856,15.994495412844
0.267,-0.104,0.336,0.17,-63.164,-31.512,97.133,0.243,-0.03,-0.037,-63.164,-31.512,97.133,16,-6.43873598369011,-3.21223241590214,9.90142711518858
0.268,-0.107,0.5,0.253,39.562,-56.259,112.029,0.411,-0.184,-0.14,39.562,-56.259,112.029,16,4.03282364933741,-5.7348623853211,11.419877675841
0.269,-0.099,0.669,0.317,32.719,-12.005,156.906,0.534,-0.398,-0.307,32.719,-12.005,156.906,16,3.33527013251784,-1.22375127420999,15.994495412844
0.27,-0.1,0.833,0.342,-32.633,26.925,156.906,0.598,-0.62,-0.514,-32.633,26.925,156.906,16,-3.32650356778797,2.74464831804281,15.994495412844
0.271,-0.119,0.975,0.329,-10.544,26.59,156.906,0.617,-0.82,-0.707,-10.544,26.59,156.906,16,-1.07482161060143,2.710499490316,15.994495412844
0.272,-0.151,1.079,0.305,-6.962,39.121,156.906,0.606,-0.99,-0.824,-6.962,39.121,156.906,16,-0.709683995922528,3.98786952089704,15.994495412844
0.273,-0.187,1.141,0.294,0.579,41.128,156.906,0.574,-1.135,-0.869,0.579,41.128,156.906,16,0.059021406727829,4.19245667686035,15.994495412844
0.274,-0.218,1.166,0.295,10.611,-1.896,156.906,0.529,-1.258,-0.905,10.611,-1.896,156.906,16,1.08165137614679,-0.193272171253823,15.994495412844
0.275,-0.245,1.161,0.296,12.991,-25.584,156.906,0.477,-1.355,-0.982,12.991,-25.584,156.906,16,1.32426095820591,-2.60795107033639,15.994495412844
0.276,-0.267,1.128,0.29,18.124,-1.03,156.906,0.423,-1.427,-1.102,18.124,-1.03,156.906,16,1.84750254841998,-0.104994903160041,15.994495412844
0.277,-0.287,1.071,0.277,6.742,19.36,156.906,0.371,-1.477,-1.234,6.742,19.36,156.906,16,0.687257900101937,1.97349643221203,15.994495412844
0.278,-0.305,0.994,0.26,-18.411,11.358,156.906,0.321,-1.51,-1.344,-18.411,11.358,156.906,16,-1.87675840978593,1.15779816513761,15.994495412844
0.279,-0.319,0.9,0.241,-13.771,-7.863,156.906,0.275,-1.529,-1.416,-13.771,-7.863,156.906,16,-1.40377166156983,-0.801529051987767,15.994495412844
0.28,-0.329,0.796,0.218,16.745,-0.259,148.273,0.232,-1.536,-1.456,16.745,-0.259,148.273,16,1.70693170234455,-0.026401630988787,15.1144750254842
0.281,-0.333,0.685,0.192,-3.304,6.378,125.394,0.191,-1.53,-1.47,-3.304,6.378,125.394,16,-0.336799184505606,0.650152905198777,12.7822629969419
0.282,-0.335,0.569,0.164,-27.835,2.442,105.584,0.153,-1.515,-1.465,-27.835,2.442,105.584,16,-2.83741080530071,0.248929663608563,10.7628950050968
0.283,-0.334,0.453,0.135,-8.389,5.655,78.142,0.116,-1.493,-1.446,-8.389,5.655,78.142,16,-0.855147808358817,0.576452599388379,7.96554536187564
0.284,-0.332,0.339,0.106,3.572,7.14,51.868,0.082,-1.463,-1.414,3.572,7.14,51.868,16,0.364118246687054,0.72782874617737,5.28725790010194
0.285,-0.33,0.23,0.079,-13.091,7.259,37.148,0.049,-1.427,-1.369,-13.091,7.259,37.148,16,-1.33445463812436,0.739959225280326,3.78674821610601
0.286,-0.327,0.125,0.053,-19.283,-4.343,23.315,0.017,-1.386,-1.313,-19.283,-4.343,23.315,16,-1.96564729867482,-0.442711518858308,2.37665647298675
0.287,-0.322,0.025,0.03,-4.353,-10.544,-0.464,-0.014,-1.342,-1.248,-4.353,-10.544,-0.464,16,-0.443730886850153,-1.07482161060143,-0.047298674821611
0.288,-0.315,-0.07,0.01,4.712,-8.26,-9.946,-0.043,-1.296,-1.177,4.712,-8.26,-9.946,16,0.48032619775739,-0.841997961264016,-1.01386340468909
0.289,-0.303,-0.161,-0.009,-2.523,-3.591,-1.192,-0.069,-1.249,-1.102,-2.523,-3.591,-1.192,16,-0.257186544342508,-0.36605504587156,-0.121508664627931
0.29,-0.289,-0.247,-0.025,-7.451,2.523,-5.756,-0.089,-1.205,-1.023,-7.451,2.523,-5.756,16,-0.759531090723751,0.257186544342508,-0.586748216106014
0.291,-0.273,-0.325,-0.04,-1.748,6.843,-20.016,-0.104,-1.162,-0.944,-1.748,6.843,-20.016,16,-0.178185524974516,0.697553516819572,-2.04036697247706
0.292,-0.254,-0.394,-0.053,-4.372,9.064,-29.449,-0.115,-1.119,-0.866,-4.372,9.064,-29.449,16,-0.445667686034658,0.923955147808359,-3.00193679918451
0.293,-0.232,-0.455,-0.065,-4.731,6.498,-35.046,-0.121,-1.076,-0.789,-4.731,6.498,-35.046,16,-0.482262996941896,0.662385321100917,-3.57247706422018
0.294,-0.232,-0.455,-0.065,-12.244,3.338,-37.192,-0.123,-1.032,-0.714,-12.244,3.338,-37.192,16,-1.24811416921509,0.34026503567788,-3.79123343527013
0.295,-0.207,-0.507,-0.075,-7.178,1.925,-41.841,-0.118,-0.989,-0.643,-7.178,1.925,-41.841,16,-0.731702344546381,0.196228338430173,-4.2651376146789
0.296,-0.177,-0.55,-0.085,11.861,-0.273,-49.019,-0.108,-0.946,-0.577,11.861,-0.273,-49.019,16,1.20907237512742,-0.02782874617737,-4.99683995922528
0.297,-0.145,-0.584,-0.092,12.043,-1.164,-53.084,-0.092,-0.903,-0.514,12.043,-1.164,-53.084,16,1.227624872579,-0.118654434250765,-5.4112130479103
0.298,-0.113,-0.609,-0.099,7.063,2.255,-39.073,-0.073,-0.86,-0.456,7.063,2.255,-39.073,16,0.719979612640163,0.22986748216106,-3.98297655453619
0.299,-0.082,-0.626,-0.104,3.079,0.79,-8.303,-0.054,-0.816,-0.402,3.079,0.79,-8.303,16,0.313863404689093,0.08053007135576,-0.84638124362895
0.3,-0.053,-0.635,-0.108,-1.499,-0.79,12.684,-0.035,-0.771,-0.352,-1.499,-0.79,12.684,16,-0.152803261977574,-0.08053007135576,1.29296636085627
0.301,-0.028,-0.638,-0.111,-0.46,1.968,16.716,-0.019,-0.727,-0.306,-0.46,1.968,16.716,16,-0.046890927624873,0.200611620795107,1.7039755351682
0.302,-0.007,-0.635,-0.112,0.33,-0.934,16.74,-0.004,-0.683,-0.263,0.33,-0.934,16.74,16,0.033639143730887,-0.095208970438328,1.70642201834862
0.303,0.012,-0.627,-0.112,0.024,-0.402,18.742,0.008,-0.641,-0.225,0.024,-0.402,18.742,16,0.002446483180428,-0.040978593272171,1.910499490316
0.304,0.028,-0.614,-0.111,0.297,1.01,18.627,0.019,-0.6,-0.19,0.297,1.01,18.627,16,0.030275229357798,0.102956167176351,1.89877675840979
0.305,0.04,-0.599,-0.109,-0.297,-0.512,16.156,0.027,-0.56,-0.158,-0.297,-0.512,16.156,16,-0.030275229357798,-0.052191641182467,1.64689092762487
0.306,0.05,-0.58,-0.106,-0.407,0.761,12.306,0.034,-0.522,-0.13,-0.407,0.761,12.306,16,-0.041488277268094,0.077573904179409,1.25443425076453
0.307,0.057,-0.56,-0.102,0.345,0.096,8.926,0.038,-0.486,-0.104,0.345,0.096,8.926,16,0.035168195718655,0.009785932721713,0.909887869520897
0.308,0.062,-0.538,-0.097,0.139,0.005,7.738,0.041,-0.453,-0.081,0.139,0.005,7.738,16,0.014169215086646,0.000509683995923,0.788786952089704
0.309,0.065,-0.515,-0.091,0.407,0.594,6.704,0.042,-0.421,-0.06,0.407,0.594,6.704,16,0.041488277268094,0.060550458715596,0.683384301732926
0.31,0.066,-0.492,-0.084,0.23,-0.239,4.511,0.042,-0.392,-0.041,0.23,-0.239,4.511,16,0.023445463812436,-0.024362895005097,0.459836901121305
0.311,0.065,-0.469,-0.076,0.23,0.086,2.476,0.041,-0.365,-0.024,0.23,0.086,2.476,16,0.023445463812436,0.008766564729867,0.252395514780836
0.312,0.063,-0.445,-0.067,0.488,0.091,0.867,0.039,-0.341,-0.008,0.488,0.091,0.867,16,0.049745158002039,0.00927624872579,0.088379204892966
0.313,0.059,-0.423,-0.058,0.335,0.096,-0.704,0.036,-0.318,0.006,0.335,0.096,-0.704,16,0.034148827726809,0.009785932721713,-0.071763506625892
0.314,0.055,-0.401,-0.048,0.441,0.455,-2.097,0.033,-0.298,0.019,0.441,0.455,-2.097,16,0.044954128440367,0.04638124362895,-0.213761467889908
0.315,0.051,-0.379,-0.037,0.014,0.144,-3.208,0.029,-0.28,0.031,0.014,0.144,-3.208,16,0.001427115188583,0.014678899082569,-0.327013251783894
0.316,0.045,-0.359,-0.026,0.086,0.072,-4.252,0.024,-0.264,0.043,0.086,0.072,-4.252,16,0.008766564729867,0.007339449541284,-0.433435270132518
0.317,0.04,-0.34,-0.015,0.201,0.153,-5.272,0.02,-0.25,0.053,0.201,0.153,-5.272,16,0.020489296636086,0.015596330275229,-0.537410805300713
0.318,0.034,-0.322,-0.003,0.263,0.053,-5.871,0.016,-0.237,0.064,0.263,0.053,-5.871,16,0.026809378185525,0.005402650356779,-0.598470948012232
0.319,0.028,-0.306,0.009,0.321,-0.005,-5.588,0.011,-0.226,0.073,0.321,-0.005,-5.588,16,0.032721712538226,-0.000509683995923,-0.569622833843017
0.32,0.022,-0.291,0.021,0.024,-0.124,-4.942,0.007,-0.217,0.083,0.024,-0.124,-4.942,16,0.002446483180428,-0.012640163098879,-0.503771661569827
0.321,0.017,-0.276,0.034,0.11,0.148,-4.185,0.002,-0.209,0.092,0.11,0.148,-4.185,16,0.011213047910296,0.015086646279307,-0.426605504587156
0.322,0.012,-0.264,0.046,0.23,0.244,-3.132,-0.002,-0.203,0.1,0.23,0.244,-3.132,16,0.023445463812436,0.024872579001019,-0.319266055045872
0.323,0.006,-0.252,0.059,0.144,0.062,-2.116,-0.006,-0.197,0.109,0.144,0.062,-2.116,16,0.014678899082569,0.006320081549439,-0.215698267074414
0.324,0.002,-0.242,0.071,0.129,0.192,-1.441,-0.009,-0.193,0.117,0.129,0.192,-1.441,16,0.013149847094801,0.019571865443425,-0.146890927624873
0.325,-0.003,-0.233,0.083,0.139,0.192,-0.91,-0.013,-0.19,0.124,0.139,0.192,-0.91,16,0.014169215086646,0.019571865443425,-0.0927624872579
0.326,-0.007,-0.225,0.094,0.206,0.283,-0.378,-0.016,-0.187,0.132,0.206,0.283,-0.378,16,0.020998980632008,0.028848114169215,-0.038532110091743
0.327,-0.011,-0.218,0.105,0.311,0.273,0.124,-0.019,-0.185,0.139,0.311,0.273,0.124,16,0.031702344546381,0.02782874617737,0.012640163098879
0.328,-0.015,-0.212,0.116,0.273,0.215,0.503,-0.022,-0.184,0.146,0.273,0.215,0.503,16,0.02782874617737,0.021916411824669,0.051274209989806
0.329,-0.018,-0.206,0.126,0.259,0.287,0.776,-0.025,-0.183,0.152,0.259,0.287,0.776,16,0.026401630988787,0.029255861365953,0.079102956167176
0.33,-0.021,-0.202,0.135,0.23,0.215,0.967,-0.027,-0.183,0.158,0.23,0.215,0.967,16,0.023445463812436,0.021916411824669,0.098572884811417
